evt11056825.CI.LRL.. 15.6 1 1 1 1 1 0.00 0.00 0 0 0
evt11056825.CI.SLA.. 42.9 1 1 1 1 1 0.00 0.00 0 0 0
evt11056825.CI.MPM.. 51.6 1 1 1 1 1 0.00 0.00 0 0 0
evt11056825.CI.GSC.. 79.1 0 0 0 0 1 0.00 0.00 0 0 0
evt11056825.CI.EDW2.. 87.7 0 0 0 1 1 0.00 0.00 0 0 0
evt11056825.CI.CWC.. 102.7 0 0 0 0 1 0.00 0.00 0 0 0
